2,845,52,92
2,14,52,92
2,1448,53,46
2,671,53,46
2,728,53,46
2,1274,54,43
2,2054,54,43
2,65,54,43
2,614,55,61
2,2042,55,61
2,1922,55,61
2,2102,56,4
2,194,56,4
2,8,56,4
2,722,57,23
2,608,57,23
2,1742,57,23
2,1805,58,101
2,1085,58,101
2,242,58,101
2,545,59,38
2,1214,59,38
2,1928,59,38
2,1271,60,16
2,482,60,16
2,128,60,16
2,1454,61,21
2,431,61,21
2,1808,61,21
2,305,62,12
2,1865,62,12
2,368,62,12
2,1394,63,105
2,254,63,105
2,851,63,105
2,1028,64,11
2,1154,64,11
2,2105,64,11
2,188,65,82
2,548,65,82
2,1325,65,82
2,1022,66,84
2,62,66,84
2,1994,66,84
2,1322,67,1
2,1814,67,1
2,2111,67,1
2,2051,68,28
2,554,68,28
2,1034,68,28
2,1574,69,97
2,71,69,97
2,902,69,97
2,1334,70,31
2,971,70,31
2,1388,70,31
2,1868,71,94
2,734,71,94
2,1628,71,94
2,1502,72,66
2,1451,72,66
2,1991,72,66
3,906,73,100
3,546,73,100
3,849,73,100
3,2052,74,40
3,1266,74,40
3,1083,74,40
3,486,75,30
3,552,75,30
3,1026,75,30
3,603,76,27
3,372,76,27
3,1746,76,27
3,72,77,68
3,1509,77,68
3,1926,77,68
3,63,78,80
3,1755,78,80
3,12,78,80
3,543,79,8
3,123,79,8
3,1203,79,8
3,855,80,70
3,1275,80,70
3,1923,80,70
3,1152,81,83
3,183,81,83
3,1383,81,83
3,1329,82,5
3,1749,82,5
3,1692,82,5
3,312,83,25
3,675,83,25
3,792,83,25
3,963,84,75
3,1206,84,75
3,1869,84,75
3,2109,85,18
3,1632,85,18
3,1806,85,18
3,795,86,65
3,1035,86,65
3,306,86,65
3,723,87,15
3,1506,87,15
3,1443,87,15
3,1389,88,76
3,492,88,76
3,1569,88,76
3,2106,89,57
3,2046,89,57
3,1929,89,57
3,3,90,52
3,252,90,52
3,732,90,52
3,1386,91,79
3,663,91,79
3,1626,91,79
3,1695,92,88
3,1446,92,88
3,615,92,88
3,243,93,48
3,1995,93,48
3,975,93,48
3,609,94,87
3,129,94,87
3,1086,94,87
3,2049,95,44
3,432,95,44
3,1449,95,44
3,1146,96,78
3,369,96,78
3,1572,96,78
3,1503,97,74
3,852,97,74
3,186,97,74
3,1863,98,24
3,6,98,24
3,66,98,24
3,789,99,104
3,915,99,104
3,1263,99,104
3,375,100,33
3,1563,100,33
3,1635,100,33
3,1332,101,47
3,1089,101,47
3,1809,101,47
3,429,102,93
3,1875,102,93
3,1815,102,93
3,666,103,73
3,2103,103,73
3,483,103,73
3,303,104,86
3,1212,104,86
3,435,104,86
3,1335,105,63
3,1986,105,63
3,1143,105,63
3,255,106,96
3,726,106,96
3,912,106,96
3,126,107,13
3,969,107,13
3,1023,107,13
3,1983,108,51
3,192,108,51
3,1683,108,51
4,2013,109,142
4,418,109,142
4,1295,109,142
4,162,109,142
4,4,109,142
4,1804,109,142
4,1522,110,113
4,1223,110,113
4,1359,110,113
4,967,110,113
4,1524,110,113
4,1564,110,113
4,1567,111,139
4,950,111,139
4,168,111,139
4,1141,111,139
4,986,111,139
4,1201,111,139
4,833,112,124
4,1861,112,124
4,1101,112,124
4,2000,112,124
4,1261,112,124
4,1167,112,124
4,907,113,118
4,1720,113,118
4,561,113,118
4,1813,113,118
4,341,113,118
4,247,113,118
4,1450,114,109
4,772,114,109
4,1387,114,109
4,1886,114,109
4,370,114,109
4,1655,114,109
4,313,115,128
4,1109,115,128
4,954,115,128
4,520,115,128
4,844,115,128
4,2139,115,128
4,286,116,155
4,753,116,155
4,1172,116,155
4,2075,116,155
4,670,116,155
4,1787,116,155
4,424,117,162
4,1687,117,162
4,1744,117,162
4,216,117,162
4,1364,117,162
4,430,117,162
4,793,118,111
4,1024,118,111
4,115,118,111
4,857,118,111
4,2107,118,111
4,1137,118,111
4,395,119,146
4,1080,119,146
4,1766,119,146
4,547,119,146
4,601,119,146
4,1055,119,146
4,2008,120,141
4,624,120,141
4,1492,120,141
4,1974,120,141
4,1230,120,141
4,1735,120,141
4,533,121,127
4,1504,121,127
4,64,121,127
4,787,121,127
4,1858,121,127
4,193,121,127
4,441,122,148
4,1270,122,148
4,1429,122,148
4,103,122,148
4,673,122,148
4,1656,122,148
4,709,123,136
4,253,123,136
4,1967,123,136
4,57,123,136
4,1330,123,136
4,724,123,136
4,1001,124,161
4,2050,124,161
4,190,124,161
4,355,124,161
4,1947,124,161
4,2155,124,161
4,1908,125,134
4,651,125,134
4,121,125,134
4,1384,125,134
4,1658,125,134
4,1616,125,134
4,585,126,120
4,490,126,120
4,2068,126,120
4,866,126,120
4,26,126,120
4,1499,126,120
5,478,127,154
5,1802,127,154
5,1181,127,154
5,1663,127,154
5,251,127,154
5,1612,127,154
5,968,128,145
5,209,128,145
5,337,128,145
5,611,128,145
5,1925,128,145
5,1718,128,145
5,1165,129,110
5,191,129,110
5,1053,129,110
5,2040,129,110
5,705,129,110
5,338,129,110
5,931,130,157
5,1733,130,157
5,731,130,157
5,1795,130,157
5,818,130,157
5,873,130,157
5,1445,131,158
5,1892,131,158
5,80,131,158
5,908,131,158
5,177,131,158
5,563,131,158
5,1931,132,159
5,1671,132,159
5,974,132,159
5,131,132,159
5,2048,132,159
5,2114,132,159
5,494,133,114
5,1251,133,114
5,1778,133,114
5,1874,133,114
5,1751,133,114
5,311,133,114
5,878,134,138
5,1331,134,138
5,2092,134,138
5,570,134,138
5,762,134,138
5,392,134,138
5,1320,135,130
5,1505,135,130
5,1262,135,130
5,46,135,130
5,224,135,130
5,1066,135,130
5,256,136,135
5,2033,136,135
5,1494,136,135
5,1094,136,135
5,888,136,135
5,365,136,135
5,2160,137,117
5,1442,137,117
5,1856,137,117
5,403,137,117
5,51,137,117
5,1571,137,117
5,2140,138,115
5,638,138,115
5,2024,138,115
5,689,138,115
5,1221,138,115
5,814,138,115
5,511,139,156
5,1968,139,156
5,1694,139,156
5,1031,139,156
5,799,139,156
5,1343,139,156
5,706,140,149
5,1600,140,149
5,1891,140,149
5,1133,140,149
5,2,140,149
5,940,140,149
5,1508,141,121
5,1318,141,121
5,74,141,121
5,996,141,121
5,1417,141,121
5,1328,141,121
5,1437,142,140
5,274,142,140
5,605,142,140
5,542,142,140
5,68,142,140
5,2057,142,140
5,1622,143,131
5,491,143,131
5,1232,143,131
5,725,143,131
5,1174,143,131
5,1844,143,131
5,152,144,147
5,1426,144,147
5,1527,144,147
5,463,144,147
5,422,144,147
5,1091,144,147
6,1803,145,132
6,79,145,132
6,1358,145,132
6,557,145,132
6,212,145,132
6,2123,145,132
6,15,146,122
6,1269,146,122
6,1062,146,122
6,1980,146,122
6,1812,146,122
6,318,146,122
6,1095,147,123
6,489,147,123
6,1497,147,123
6,1422,147,123
6,1058,147,123
6,1902,147,123
6,1584,148,112
6,843,148,112
6,1346,148,112
6,2031,148,112
6,606,148,112
6,643,148,112
6,1629,149,125
6,1992,149,125
6,729,149,125
6,1932,149,125
6,1468,149,125
6,1248,149,125
6,2115,150,137
6,214,150,137
6,786,150,137
6,1198,150,137
6,846,150,137
6,1029,150,137
6,1969,151,151
6,735,151,151
6,452,151,151
6,501,151,151
6,821,151,151
6,1689,151,151
6,672,152,129
6,336,152,129
6,653,152,129
6,1188,152,129
6,1314,152,129
6,746,152,129
6,75,153,152
6,297,153,152
6,702,153,152
6,1673,153,152
6,1783,153,152
6,1820,153,152
6,1118,154,153
6,445,154,153
6,995,154,153
6,1512,154,153
6,283,154,153
6,33,154,153
6,366,155,116
6,1912,155,116
6,2055,155,116
6,1566,155,116
6,2043,155,116
6,1164,155,116
6,549,156,160
6,78,156,160
6,1721,156,160
6,227,156,160
6,903,156,160
6,172,156,160
6,1130,157,126
6,959,157,126
6,384,157,126
6,18,157,126
6,2159,157,126
6,807,157,126
6,922,158,133
6,423,158,133
6,1485,158,133
6,1872,158,133
6,136,158,133
6,1989,158,133
6,1231,159,144
6,1521,159,144
6,1397,159,144
6,1675,159,144
6,597,159,144
6,2065,159,144
6,1427,160,150
6,896,160,150
6,998,160,150
6,147,160,150
6,1374,160,150
6,679,160,150
6,246,161,119
6,1771,161,119
6,1257,161,119
6,1553,161,119
6,408,161,119
6,1010,161,119
6,495,162,143
6,1575,162,143
6,1290,162,143
6,1772,162,143
6,315,162,143
6,1686,162,143
