1,1990
2,1991
3,1992
1,1993
2,1994
3,1995
1,2041
2,2042
3,2043
1,2044
2,2045
3,2046
1,2047
2,2048
3,2049
1,2050
2,2051
3,2052
1,2053
2,2054
3,2055
1,2101
2,2102
3,2103
1,2104
2,2105
3,2106
1,2107
2,2108
3,2109
1,2110
2,2111
3,2112
1,2113
2,2114
3,2115
4,47
4,35
4,26
4,57
5,46
5,51
5,29
5,58
6,33
6,32
6,18
6,60
4,103
4,115
4,83
4,99
5,100
5,119
5,98
5,80
6,82
6,84
6,78
6,79
4,168
4,154
4,150
4,162
5,169
5,139
5,152
5,177
6,148
6,136
6,147
6,172
4,206
4,216
4,236
4,238
5,224
5,209
5,239
5,200
6,214
6,234
6,227
6,212
4,282
4,296
4,288
4,286
5,285
5,256
5,274
5,291
6,281
6,265
6,283
6,297
4,355
4,341
4,346
4,327
5,338
5,344
5,347
5,337
6,352
6,325
6,336
6,318
4,399
4,401
4,395
4,418
5,409
5,403
5,392
5,405
6,378
6,397
6,408
6,384
4,462
4,475
4,446
4,441
5,439
5,478
5,463
5,460
6,473
6,452
6,445
6,437
4,538
4,533
4,520
4,505
5,537
5,499
5,511
5,524
6,501
6,500
6,521
6,509
4,585
4,561
4,582
4,579
5,570
5,563
5,600
5,567
6,593
6,591
6,557
6,597
4,625
4,651
4,636
4,624
5,648
5,642
5,658
5,638
6,656
6,643
6,654
6,653
4,681
4,708
4,680
4,709
5,706
5,717
5,689
5,705
6,693
6,702
6,701
6,679
4,778
4,753
4,771
4,772
5,760
5,762
5,769
5,751
6,746
6,770
6,775
6,764
4,815
4,833
4,811
4,812
5,817
5,818
5,814
5,799
6,803
6,804
6,821
6,807
4,879
4,857
4,866
4,890
5,888
5,856
5,878
5,873
6,863
6,896
6,865
6,894
4,954
4,944
4,937
4,950
5,946
5,955
5,931
5,940
6,922
6,953
6,959
6,927
4,1001
4,994
4,991
4,986
5,996
5,976
5,983
5,1012
6,995
6,1010
6,1000
6,998
4,1042
4,1055
4,1038
4,1080
5,1066
5,1052
5,1048
5,1053
6,1058
6,1040
6,1062
6,1073
4,1101
4,1137
4,1109
4,1123
5,1102
5,1097
5,1133
5,1129
6,1100
6,1118
6,1130
6,1139
4,1172
4,1167
4,1185
4,1192
5,1171
5,1165
5,1174
5,1181
6,1190
6,1188
6,1198
6,1164
4,1227
4,1230
4,1223
4,1219
5,1232
5,1251
5,1221
5,1225
6,1231
6,1248
6,1254
6,1257
4,1277
4,1288
4,1285
4,1295
5,1280
5,1318
5,1320
5,1304
6,1314
6,1317
6,1309
6,1290
4,1370
4,1364
4,1357
4,1359
5,1380
5,1352
5,1343
5,1377
6,1346
6,1358
6,1376
6,1374
4,1431
4,1423
4,1429
4,1430
5,1437
5,1416
5,1417
5,1426
6,1427
6,1410
6,1422
6,1397
4,1499
4,1489
4,1492
4,1457
5,1480
5,1494
5,1472
5,1467
6,1485
6,1497
6,1468
6,1486
4,1533
4,1559
4,1524
4,1522
5,1527
5,1538
5,1526
5,1535
6,1548
6,1553
6,1544
6,1521
4,1602
4,1616
4,1582
4,1597
5,1590
5,1618
5,1600
5,1612
6,1584
6,1617
6,1605
6,1586
4,1658
4,1656
4,1654
4,1655
5,1647
5,1637
5,1671
5,1663
6,1640
6,1673
6,1675
6,1646
4,1702
4,1720
4,1728
4,1735
5,1697
5,1733
5,1718
5,1713
6,1714
6,1721
6,1709
6,1731
4,1766
4,1793
4,1787
4,1785
5,1778
5,1773
5,1789
5,1795
6,1788
6,1783
6,1771
6,1772
4,1852
4,1830
4,1858
4,1826
5,1828
5,1827
5,1856
5,1844
6,1821
6,1839
6,1820
6,1824
4,1898
4,1914
4,1908
4,1886
5,1901
5,1892
5,1910
5,1891
6,1915
6,1877
6,1902
6,1912
4,1947
4,1958
4,1967
4,1974
5,1968
5,1937
5,1955
5,1959
6,1969
6,1980
6,1954
6,1956
4,2000
4,2013
4,2008
4,2007
5,2002
5,2033
5,2024
5,2040
6,2027
6,2038
6,2036
6,2031
4,2068
4,2075
4,2095
4,2066
5,2086
5,2057
5,2091
5,2092
6,2094
6,2065
6,2061
6,2093
4,2158
4,2139
4,2126
4,2155
5,2120
5,2148
5,2160
5,2140
6,2123
6,2153
6,2159
6,2124
7,38
7,54
7,52
7,37
8,34
8,41
8,23
8,59
9,39
9,17
9,30
9,56
7,113
7,88
7,107
7,90
8,104
8,87
8,112
8,106
9,111
9,94
9,109
9,89
7,178
7,158
7,179
7,146
8,149
8,173
8,138
8,165
9,137
9,153
9,143
9,144
7,220
7,222
7,240
7,197
8,207
8,229
8,226
8,221
9,225
9,237
9,219
9,205
7,268
7,294
7,257
7,300
8,293
8,290
8,289
8,271
9,287
9,284
9,272
9,267
7,360
7,353
7,316
7,342
8,351
8,348
8,328
8,350
9,340
9,322
9,358
9,339
7,411
7,385
7,398
7,413
8,404
8,390
8,379
8,420
9,393
9,391
9,394
9,386
7,447
7,465
7,464
7,442
8,451
8,479
8,448
8,474
9,472
9,438
9,455
9,480
7,519
7,530
7,532
7,518
8,522
8,528
8,504
8,540
9,536
9,514
9,510
9,531
7,569
7,587
7,565
7,598
8,576
8,584
8,592
8,560
9,578
9,559
9,556
9,595
7,639
7,623
7,637
7,652
8,650
8,649
8,629
8,628
9,627
9,635
9,616
9,647
7,703
7,700
7,692
7,698
8,719
8,712
8,707
8,694
9,678
9,695
9,720
9,714
7,737
7,755
7,736
7,779
8,758
8,773
8,752
8,738
9,780
9,741
9,742
9,743
7,822
7,797
7,829
7,808
8,810
8,839
8,819
8,813
9,840
9,796
9,828
9,824
7,893
7,868
7,883
7,862
8,898
8,872
8,861
8,860
9,864
9,871
9,881
9,870
7,945
7,958
7,948
7,921
8,960
8,920
8,935
8,918
9,941
9,957
9,952
9,930
7,985
7,1003
7,988
7,1011
8,978
8,1005
8,980
8,979
9,1009
9,1007
9,1018
9,989
7,1068
7,1057
7,1056
7,1067
8,1059
8,1071
8,1045
8,1065
9,1061
9,1074
9,1049
9,1036
7,1128
7,1131
7,1140
7,1127
8,1125
8,1111
8,1122
8,1119
9,1116
9,1124
9,1104
9,1121
7,1158
7,1160
7,1162
7,1197
8,1169
8,1176
8,1159
8,1156
9,1184
9,1193
9,1179
9,1182
7,1224
7,1234
7,1226
7,1217
8,1250
8,1235
8,1233
8,1220
9,1237
9,1243
9,1256
9,1236
7,1312
7,1282
7,1297
7,1307
8,1286
8,1284
8,1293
8,1306
9,1289
9,1316
9,1281
9,1279
7,1371
7,1356
7,1361
7,1353
8,1350
8,1369
8,1348
8,1375
9,1344
9,1368
9,1349
9,1373
7,1440
7,1409
7,1436
7,1411
8,1418
8,1402
8,1401
8,1435
9,1398
9,1404
9,1434
9,1425
7,1482
7,1456
7,1481
7,1477
8,1469
8,1479
8,1471
8,1478
9,1461
9,1465
9,1498
9,1462
7,1520
7,1519
7,1541
7,1537
8,1523
8,1517
8,1534
8,1542
9,1557
9,1545
9,1550
9,1543
7,1581
7,1591
7,1593
7,1596
8,1594
8,1599
8,1607
8,1598
9,1578
9,1620
9,1609
9,1579
7,1639
7,1666
7,1653
7,1665
8,1641
8,1651
8,1650
8,1664
9,1660
9,1668
9,1642
9,1669
7,1737
7,1712
7,1724
7,1725
8,1703
8,1727
8,1710
8,1726
9,1707
9,1715
9,1701
9,1716
7,1786
7,1776
7,1779
7,1758
8,1762
8,1799
8,1759
8,1777
9,1764
9,1782
9,1756
9,1769
7,1822
7,1851
7,1818
7,1848
8,1838
8,1860
8,1843
8,1841
9,1842
9,1846
9,1849
9,1845
7,1881
7,1884
7,1889
7,1896
8,1888
8,1876
8,1916
8,1878
9,1895
9,1917
9,1911
9,1903
7,1979
7,1951
7,1971
7,1943
8,1964
8,1975
8,1946
8,1977
9,1957
9,1973
9,1938
9,1949
7,2006
7,2039
7,2016
7,2029
8,1996
8,2034
8,1997
8,2019
9,2009
9,2028
9,2035
9,2022
7,2059
7,2098
7,2099
7,2067
8,2063
8,2070
8,2073
8,2060
9,2081
9,2080
9,2058
9,2056
7,2122
7,2151
7,2157
7,2154
8,2156
8,2125
8,2117
8,2131
9,2130
9,2145
9,2138
9,2116
